100
27 33
4 8 7
4 3 7
8 5 8
5 6 6
5 6 6
17 105
17 5 11
9 17 9
14 7 7
16 9 7
11 1 9
13 2 7
14 11 7
10 9 7
17 6 7
7 1 7
15 4 9
15 16 7
12 16 7
4 3 5
15 10 7
1 6 7
8 2 7
1 7 7
2 4 7
1 7 7
12 6 12
6 12 12
6 11 7
17 6 7
6 10 12
9 14 14
17 11 9
11 2 7
10 5 7
14 11 7
11 15 9
16 10 8
1 11 9
1 8 7
14 16 14
17 14 7
1 13 7
4 17 9
4 14 7
13 9 7
15 1 15
1 13 7
7 13 7
10 8 7
5 10 7
3 17 9
6 16 7
17 12 7
13 15 7
11 16 7
13 8 7
16 9 7
8 12 7
6 16 7
3 4 4
17 4 9
3 16 7
7 5 7
8 16 13
7 12 7
8 11 7
5 10 7
2 1 7
3 16 7
16 4 7
15 11 9
7 5 7
9 12 7
17 11 9
1 12 7
5 11 9
12 8 7
13 10 10
4 2 7
4 10 7
5 15 7
12 4 7
3 11 11
3 16 7
5 6 7
3 11 11
17 6 7
7 3 7
11 8 7
7 1 7
3 13 7
4 5 7
16 2 2
7 9 7
1 7 7
9 17 9
12 1 7
8 7 7
14 16 14
14 1 7
10 1 7
2 4 5
8 10 7
9 12 7
13 5 4
15 12 7
9 11 9
13 4 7
5 17 7
7 5 7
60 120
14 31 47
42 55 6
22 26 47
6 32 15
29 49 47
57 15 15
48 41 47
35 44 15
20 40 39
56 25 37
38 49 15
28 51 15
39 56 15
7 13 47
10 56 15
37 10 15
33 28 47
11 41 11
31 15 15
8 48 47
48 49 47
56 54 15
19 42 47
32 11 47
31 10 15
47 1 47
53 45 15
30 27 15
12 38 15
28 3 15
43 25 15
46 17 47
52 11 47
40 15 15
17 58 17
25 40 15
53 7 53
27 23 47
23 10 47
4 6 47
59 38 47
2 10 15
42 59 47
23 47 47
57 13 47
56 30 15
58 41 47
54 48 47
45 16 15
56 58 15
56 60 60
46 24 46
19 52 47
37 36 6
57 5 55
35 54 35
44 9 47
3 31 15
4 53 47
15 40 15
12 28 37
56 5 37
58 27 15
25 32 15
59 8 47
7 5 28
60 25 37
33 18 47
38 8 47
45 30 39
3 42 15
26 55 47
18 6 15
43 9 47
46 17 47
50 30 15
59 1 47
38 13 47
3 19 47
35 41 47
26 55 47
25 13 47
6 4 47
16 52 6
51 26 47
57 12 37
51 50 15
11 60 47
30 26 47
1 57 15
12 16 37
42 49 15
47 29 47
22 60 37
12 2 6
58 43 58
8 54 47
34 20 15
57 3 15
27 10 15
25 20 15
2 21 47
4 27 47
46 40 47
54 22 15
1 36 15
25 43 15
60 13 47
10 57 15
9 25 47
25 30 15
52 7 6
4 33 47
55 49 15
48 10 47
34 27 55
42 43 15
29 30 47
24 36 47
28 58 15
51 79
42 45 32
17 47 32
45 40 36
20 47 47
19 35 44
7 48 47
28 39 32
22 7 47
5 13 13
44 4 32
21 33 23
41 9 32
27 6 47
6 34 32
36 8 36
1 42 32
40 35 32
33 3 32
29 4 32
18 30 23
11 18 47
8 25 23
37 40 4
29 39 32
36 43 46
31 32 32
32 35 32
27 30 11
12 26 47
27 45 47
4 43 32
29 4 32
43 15 32
30 44 32
12 26 47
43 35 11
46 16 41
13 17 32
11 29 32
37 27 47
46 51 23
42 44 43
20 39 48
39 8 47
7 15 47
32 8 32
35 41 32
42 45 32
25 26 23
37 14 18
3 20 20
26 20 20
30 51 30
25 50 23
24 38 32
8 45 4
28 35 43
24 23 23
37 19 32
46 48 47
5 46 32
35 13 32
24 17 32
37 47 47
21 35 32
39 15 25
5 26 32
30 34 32
25 13 32
51 3 43
47 36 47
6 41 47
9 42 32
14 34 32
30 5 32
17 36 32
29 14 34
20 30 25
12 7 47
60 120
1 15 17
30 35 14
37 56 14
35 36 45
8 11 14
22 3 14
55 23 14
50 9 53
5 21 22
43 17 14
41 5 14
48 8 14
40 4 45
9 2 14
7 53 14
28 9 14
44 25 14
55 6 14
21 7 39
43 38 39
52 16 14
41 45 45
35 58 45
12 40 45
6 26 14
4 29 14
27 11 14
56 13 14
33 39 14
49 30 14
52 14 14
7 56 30
1 19 14
40 5 14
49 51 17
15 25 14
58 24 45
5 42 14
35 22 14
3 36 14
51 26 14
17 37 14
7 30 30
20 21 14
33 55 14
43 52 14
18 11 14
45 39 14
47 20 14
54 51 14
5 31 14
18 4 14
10 54 14
39 11 39
33 10 45
48 55 48
18 29 17
60 47 14
48 20 14
23 51 14
4 33 45
38 46 14
46 50 14
13 34 14
24 36 47
33 7 14
28 1 14
15 50 14
20 5 14
17 59 14
37 60 14
54 58 14
43 30 39
40 34 14
20 45 14
39 33 14
26 14 14
31 3 14
38 56 38
50 38 14
27 29 27
56 53 14
26 43 39
58 54 14
8 56 14
12 26 14
21 44 14
13 50 14
57 51 14
41 39 14
4 16 14
2 10 45
23 25 14
26 5 39
6 28 14
41 60 14
54 23 14
29 59 14
58 32 14
58 54 14
48 17 14
4 8 45
27 53 14
33 19 14
6 55 14
28 45 14
13 25 14
9 14 14
44 10 45
27 24 14
35 12 45
25 44 14
47 19 14
34 40 14
21 55 57
16 9 14
41 23 41
57 17 14
13 28 14
38 6 14
53 88
8 3 19
52 26 19
9 17 19
10 15 19
2 38 19
45 9 19
23 1 47
3 45 37
27 44 27
3 29 27
41 10 34
51 11 27
25 32 19
42 49 27
44 8 19
37 44 37
32 6 6
52 23 19
15 45 19
40 51 19
45 43 43
27 45 27
18 52 19
1 22 19
40 32 19
49 26 19
22 15 22
50 39 39
29 15 19
20 28 19
29 51 27
42 21 19
9 39 34
17 30 27
20 40 48
18 38 19
39 22 19
28 19 19
26 31 19
7 5 47
29 18 19
34 16 34
41 21 19
2 38 19
5 49 19
34 50 34
10 39 34
22 2 19
52 51 52
9 36 19
38 5 19
51 4 37
39 7 34
21 44 19
21 50 19
38 44 32
36 20 19
9 39 34
46 39 19
26 2 2
51 44 37
31 35 34
41 23 41
53 27 27
3 10 19
47 4 19
9 48 48
19 28 19
2 6 19
2 47 19
48 13 34
14 30 19
31 32 19
14 29 19
51 18 19
38 39 19
2 53 19
6 13 19
48 3 19
7 34 34
26 7 19
18 38 19
11 2 19
43 27 27
49 52 27
39 1 34
15 26 19
39 40 34
37 74
14 29 3
16 26 5
10 5 5
22 6 3
13 35 31
19 20 31
28 5 31
13 11 31
22 9 3
3 24 3
35 14 31
28 26 31
2 33 3
25 28 31
9 27 3
12 9 29
3 15 3
27 12 3
7 16 31
36 25 3
31 3 3
8 1 31
35 22 31
20 24 31
25 5 5
30 3 3
4 34 31
35 10 31
15 31 31
11 6 3
29 11 3
8 27 31
13 23 31
1 12 3
27 4 31
13 18 31
9 11 3
4 5 31
8 36 3
31 17 31
23 7 31
13 27 31
35 21 31
35 19 31
9 12 29
8 4 31
5 30 5
37 23 23
25 13 31
11 16 5
11 10 5
16 1 16
35 28 28
20 31 31
14 9 3
33 20 3
17 37 31
6 35 3
9 21 3
25 26 20
10 11 5
18 7 31
30 37 5
33 34 3
24 14 14
28 37 31
21 15 31
4 18 31
28 36 3
26 12 3
15 26 31
9 4 3
29 36 29
12 3 3
41 100
3 18 24
26 25 40
34 6 14
8 35 24
4 17 40
39 12 39
3 2 3
17 2 40
19 21 24
24 36 24
19 24 24
15 10 40
18 28 24
20 25 40
12 10 40
20 24 24
4 18 24
21 29 24
2 30 36
11 5 17
22 4 24
27 7 24
1 13 40
38 40 40
4 2 2
8 26 24
7 1 40
18 21 24
20 41 24
7 41 24
19 1 40
34 41 24
10 25 40
39 16 24
13 4 24
30 3 36
29 41 24
34 40 40
40 15 40
34 29 36
2 37 24
30 38 36
25 39 40
12 13 24
19 20 28
17 41 40
19 36 36
39 21 24
28 17 40
4 41 24
25 24 40
16 13 16
12 16 24
14 12 24
6 32 36
2 30 36
41 26 24
37 11 40
20 39 24
40 18 40
24 30 24
24 13 24
31 32 36
18 24 24
5 10 10
4 32 36
16 12 24
5 40 40
11 27 40
13 36 24
36 17 40
13 24 24
25 5 40
39 12 39
27 13 16
17 31 40
31 23 24
40 32 40
9 26 24
30 29 36
28 25 40
12 18 24
11 3 40
26 23 24
18 26 18
16 27 16
8 28 36
26 40 40
24 14 24
38 15 24
9 5 40
32 16 24
38 15 24
20 7 36
31 22 24
22 8 24
7 13 24
33 13 24
29 18 24
25 26 40
22 71
18 11 6
15 17 4
20 19 4
18 11 6
5 18 6
4 8 4
19 18 4
8 3 4
12 9 4
8 5 6
11 9 4
17 9 4
6 22 4
13 7 6
22 19 4
17 7 4
3 8 4
17 13 4
17 3 4
8 6 6
15 2 4
9 12 4
17 19 4
1 6 4
14 3 3
1 8 4
13 10 11
3 11 4
10 3 4
21 13 6
12 6 4
9 19 4
18 3 4
21 11 6
11 12 4
21 9 4
6 12 4
14 11 4
5 7 6
17 18 4
21 5 6
3 22 4
16 14 4
17 5 4
18 20 6
17 5 4
17 13 4
15 8 4
11 5 11
11 20 11
9 14 4
13 15 4
5 6 6
17 7 4
5 12 4
9 12 4
10 2 6
14 22 4
4 2 4
2 4 4
21 2 6
2 3 4
1 2 4
8 9 4
2 9 4
15 13 4
3 14 3
8 22 4
15 21 4
21 10 6
17 5 4
6 3
2 4 3
6 5 4
1 2 6
11 99
7 1 10
4 9 9
1 6 6
9 4 9
3 11 7
4 2 10
5 4 10
11 10 10
10 2 10
3 1 10
1 4 10
7 11 7
8 6 10
7 9 7
6 3 10
6 7 10
4 1 10
4 3 7
3 4 7
11 4 4
1 11 10
6 4 10
10 2 10
5 10 10
11 8 7
3 4 7
10 4 10
1 11 10
6 7 10
9 4 9
7 3 7
7 8 7
5 11 10
7 11 7
5 10 10
11 4 4
5 2 5
11 4 4
11 7 7
8 11 7
1 3 10
7 10 10
5 10 10
1 10 10
3 1 10
6 1 6
8 5 10
11 10 10
3 1 10
4 10 10
3 5 10
3 7 7
8 10 10
6 3 10
1 4 10
6 1 6
10 11 10
9 2 10
4 5 10
7 10 10
3 4 7
4 7 7
6 1 6
10 8 10
3 7 7
6 3 10
7 5 10
4 9 9
5 3 10
3 7 7
2 1 1
4 9 9
7 9 7
11 4 4
4 5 10
5 3 10
6 11 10
1 5 5
5 7 10
5 1 5
9 4 9
9 7 7
1 7 10
3 8 7
2 4 10
1 2 1
11 2 10
9 6 10
9 11 9
3 11 7
11 10 10
3 4 7
3 6 10
6 9 10
10 9 10
7 1 10
5 7 10
4 2 10
11 3 7
32 85
22 12 7
6 19 7
11 16 7
25 3 7
5 17 7
8 13 7
17 14 7
28 11 7
13 5 7
9 8 7
29 22 8
3 27 7
24 14 7
27 10 7
22 5 7
14 2 2
31 27 7
24 10 7
20 31 7
8 11 7
26 15 25
32 18 25
31 19 25
15 8 7
8 23 7
5 27 7
20 8 7
31 10 25
26 1 7
28 11 7
19 14 32
27 9 7
23 27 7
18 26 26
20 10 7
6 21 7
18 16 25
28 13 7
22 31 7
7 13 7
21 6 7
21 15 15
11 29 7
7 21 7
11 12 7
32 2 32
31 6 7
29 8 8
2 29 7
24 6 7
10 6 7
26 10 25
11 20 7
30 29 8
2 32 32
19 30 7
1 31 7
16 4 7
32 19 32
7 31 7
25 26 25
13 15 7
10 19 12
10 15 25
6 4 7
18 4 7
6 3 6
31 5 5
4 23 7
5 17 7
9 2 7
25 29 7
21 27 7
28 17 7
30 32 7
26 15 25
8 10 7
22 19 7
23 32 32
15 17 7
20 28 7
26 8 7
22 24 22
11 31 7
19 15 25
31 108
10 12 11
13 24 23
26 12 17
12 28 17
25 4 23
2 12 17
10 24 11
6 26 30
20 3 17
18 9 7
30 6 30
17 8 17
12 2 17
1 25 30
22 18 31
11 14 17
24 25 30
22 19 23
24 16 17
1 13 23
7 24 23
15 6 30
4 16 23
10 31 23
4 18 31
21 30 23
24 29 17
7 17 23
19 7 23
12 18 23
28 2 2
26 27 17
13 5 7
26 6 30
10 2 17
6 14 30
9 26 23
23 22 23
30 17 30
3 16 17
31 20 23
26 31 23
2 16 15
10 8 17
12 18 23
19 23 23
9 4 7
27 20 17
13 9 9
6 29 30
6 12 30
28 4 23
7 2 23
18 9 7
2 19 17
4 15 23
4 24 23
23 27 23
30 1 30
12 9 23
21 25 23
21 27 23
15 18 23
18 20 23
23 10 23
24 1 17
1 16 15
28 18 23
26 20 17
21 17 23
26 18 23
30 21 23
26 9 23
8 21 23
18 10 23
10 13 23
14 8 29
24 26 17
1 2 15
10 21 23
26 6 30
18 12 23
27 29 17
30 20 30
15 26 17
30 3 30
22 21 7
17 13 23
14 16 15
12 4 23
16 12 17
3 7 23
17 28 17
31 19 23
8 12 17
23 31 23
12 24 11
22 6 23
26 18 23
5 7 7
30 9 23
29 28 15
21 28 23
22 14 23
20 14 20
8 10 17
11 14 17
5 3 23
15 91
1 15 15
3 15 3
13 11 4
11 7 11
13 5 13
15 8 4
8 9 4
9 2 9
1 12 13
11 6 4
6 4 4
9 1 9
11 10 11
9 13 13
8 9 4
4 5 4
7 9 4
14 13 4
12 14 4
10 14 4
9 6 4
10 9 4
8 15 4
15 11 4
4 14 4
11 8 8
8 7 8
7 14 4
9 7 4
8 9 4
6 8 4
3 12 3
6 11 4
1 13 13
10 7 11
2 5 13
2 6 4
9 1 9
1 15 15
14 11 4
11 5 4
13 8 4
14 10 4
9 15 9
7 13 4
7 9 4
11 3 4
3 14 4
15 5 13
4 12 4
10 13 4
10 5 4
11 9 4
14 11 4
5 15 13
1 4 4
13 10 4
14 3 4
6 4 4
3 13 3
12 5 5
7 14 4
13 10 4
5 15 13
7 3 4
11 3 4
6 12 4
11 1 4
9 12 13
11 8 8
1 3 3
13 6 4
3 11 4
14 1 4
10 12 4
14 1 4
3 4 4
15 2 9
3 15 3
12 14 4
4 2 4
13 4 4
10 3 4
8 6 4
11 5 4
9 15 9
3 11 4
2 1 9
12 3 3
10 15 4
10 12 4
60 120
55 42 25
45 22 25
46 6 4
1 11 25
30 33 25
35 5 25
25 20 25
25 23 25
43 51 4
37 58 9
34 49 9
19 34 45
27 6 4
35 48 4
47 36 25
17 30 25
1 59 25
23 21 25
49 48 4
60 6 4
58 8 4
51 47 25
17 5 17
8 50 4
32 19 4
56 25 25
17 25 25
3 10 25
34 57 9
17 45 25
60 26 25
13 27 25
31 20 4
26 24 25
42 35 4
46 4 4
8 27 4
21 9 25
12 30 4
60 35 35
2 60 4
32 6 32
52 58 9
38 19 25
34 14 25
29 47 25
7 57 7
5 38 17
54 56 4
12 4 4
29 30 4
29 35 4
53 3 25
47 22 25
41 54 25
52 24 4
11 44 25
16 38 17
43 9 9
37 4 4
56 18 25
46 36 36
43 13 25
30 13 25
4 10 4
27 29 9
46 14 25
53 42 25
33 2 25
58 60 4
33 15 25
9 41 25
42 1 4
49 23 9
47 43 25
9 57 9
17 60 25
8 58 4
23 52 9
7 4 4
48 35 4
51 34 4
42 48 4
25 21 25
31 51 4
13 39 25
13 53 13
27 21 25
54 42 4
38 40 55
59 42 25
44 56 4
53 30 25
41 8 25
28 22 25
5 11 25
16 17 17
11 3 25
50 59 25
25 33 25
38 2 25
4 59 25
1 19 4
32 50 4
54 13 25
9 52 9
3 39 25
26 46 25
28 42 25
18 48 25
7 2 2
41 6 25
32 4 4
22 35 25
28 20 25
7 3 25
47 58 25
21 34 25
8 20 8
51 5 25
54 35
24 14 51
6 10 51
51 44 51
30 9 51
32 9 13
6 36 6
28 2 27
27 31 27
20 52 51
28 34 51
22 25 27
18 47 51
2 42 27
36 43 51
9 27 51
29 30 27
13 50 51
54 6 51
17 50 17
27 34 51
49 11 23
25 17 27
40 20 51
45 33 51
40 45 51
34 32 11
48 9 51
19 5 13
24 52 13
1 7 51
25 37 51
51 21 51
49 20 49
7 42 51
20 21 51
11 76
9 2 10
1 2 8
7 5 8
6 4 4
6 4 4
6 1 6
7 9 10
7 6 8
10 5 10
3 4 4
1 5 4
3 11 6
5 7 8
4 10 10
10 8 10
1 2 8
11 5 4
6 1 6
4 7 8
9 10 10
2 11 8
1 9 10
10 9 10
5 2 8
5 3 4
1 4 4
3 1 6
7 1 8
4 7 8
1 2 8
8 6 8
2 4 8
7 6 8
8 9 10
4 11 4
3 9 10
2 7 7
8 5 8
2 11 8
11 9 10
4 5 4
10 9 10
8 4 8
9 1 10
11 3 6
5 6 4
2 7 7
6 2 8
3 8 8
11 9 10
7 5 8
1 7 8
7 3 8
7 2 7
4 11 4
1 3 6
5 10 10
11 9 10
7 2 7
10 1 10
11 10 10
11 5 4
4 11 4
10 7 10
3 11 6
6 8 8
10 6 10
4 1 4
7 4 8
3 7 8
8 11 8
9 8 10
3 6 6
10 2 10
6 1 6
3 6 6
37 30
1 5 20
29 25 9
12 11 20
20 7 19
25 2 9
16 23 9
35 17 20
20 27 20
37 11 8
27 12 36
27 20 20
17 5 8
23 13 8
30 24 20
33 37 9
12 6 20
19 3 19
15 10 9
34 12 20
31 15 9
7 11 19
7 20 19
34 2 20
14 13 20
18 17 9
28 30 8
35 1 33
18 12 9
16 15 9
36 8 9
54 54
30 21 20
29 24 24
33 12 39
15 33 39
24 19 24
46 5 20
33 2 40
39 8 39
44 9 20
9 50 20
52 37 20
53 30 53
53 26 28
2 38 20
24 1 48
17 23 16
50 5 24
24 48 20
29 45 20
47 8 20
29 39 20
6 10 38
53 39 20
53 16 20
25 39 20
40 50 20
38 53 20
19 41 20
13 6 20
39 28 20
24 13 24
20 5 20
2 5 24
31 19 20
7 23 20
30 32 20
31 17 16
38 29 23
48 25 20
26 8 8
22 36 16
51 37 20
29 35 24
52 40 20
35 37 20
2 29 2
16 22 4
15 35 20
49 19 20
46 42 20
10 29 20
28 18 24
4 33 20
5 25 24
34 58
12 1 23
31 33 14
25 10 23
18 5 23
9 1 14
33 13 27
15 18 23
33 7 23
11 1 14
18 25 20
7 28 23
4 25 23
30 23 23
17 10 14
2 30 23
2 11 14
11 29 19
19 5 14
2 12 23
25 8 20
18 21 23
27 21 23
9 6 23
20 10 23
1 5 1
22 28 14
17 15 14
7 22 23
26 34 23
6 23 23
2 21 23
30 16 20
18 10 23
27 30 23
17 25 23
28 13 14
27 19 4
32 23 23
1 29 14
26 1 23
14 19 14
10 33 2
34 15 14
4 13 14
13 5 5
31 17 14
15 17 14
2 1 1
32 22 14
1 13 1
22 4 3
30 7 20
9 6 23
1 33 1
2 8 23
20 11 23
4 18 23
18 6 20
37 73
31 17 14
18 25 22
4 31 14
4 35 27
15 22 22
32 4 22
34 27 28
27 14 14
8 17 14
29 11 28
30 9 30
3 33 33
26 9 14
7 14 14
29 16 28
30 31 30
8 4 14
19 11 28
18 3 36
4 29 28
9 17 14
4 15 14
12 37 22
37 21 28
21 15 28
22 28 28
18 12 18
23 1 22
20 27 14
4 34 28
23 27 22
21 36 28
2 30 20
25 1 30
27 4 27
27 20 14
21 33 28
29 3 28
9 3 22
35 17 27
6 10 14
19 9 28
11 23 28
5 32 22
19 28 28
23 32 22
1 33 22
37 14 22
34 15 28
9 25 30
5 32 22
10 6 14
14 32 22
37 14 22
3 2 22
5 23 22
33 16 22
14 7 14
28 9 28
34 18 28
30 4 14
16 33 22
22 25 22
10 32 22
22 23 22
20 15 14
1 27 14
11 5 28
7 16 27
22 5 22
20 19 28
7 15 14
21 33 28
16 33
4 3 7
15 13 7
12 16 16
13 10 8
9 11 7
5 10 8
2 3 2
5 2 2
13 11 7
11 5 14
9 13 7
7 16 16
3 11 3
2 3 2
14 15 7
4 11 7
2 4 2
8 11 8
8 4 8
4 6 7
10 4 8
1 2 8
14 11 14
2 7 2
15 8 8
10 9 8
6 16 16
6 4 7
12 11 8
13 6 7
9 14 7
14 5 14
8 7 8
41 97
41 36 2
35 31 6
7 3 3
9 4 2
13 23 6
26 35 6
10 1 6
4 17 6
1 38 6
12 37 36
26 4 26
28 32 2
15 2 2
29 28 6
24 38 2
14 34 6
6 21 6
8 1 6
33 13 2
26 4 26
37 38 2
11 20 3
19 17 29
13 35 6
18 34 6
28 24 2
9 26 2
20 2 2
21 37 2
8 10 2
41 3 2
4 40 2
14 10 2
7 40 2
23 22 6
21 18 21
5 26 2
38 26 2
20 38 3
7 41 2
35 30 6
7 21 2
19 17 29
28 26 2
25 28 6
3 32 2
20 9 3
31 32 2
24 14 2
29 32 6
13 26 2
12 23 6
14 33 2
38 20 3
27 13 2
14 13 2
8 18 2
9 7 3
35 28 6
33 16 2
2 7 2
30 20 2
15 41 2
33 1 6
19 40 6
9 31 2
6 33 6
10 22 2
7 20 3
32 33 2
27 40 2
23 29 29
22 4 2
41 40 2
33 22 2
28 5 2
14 15 2
22 7 2
12 25 6
14 31 2
2 13 2
10 34 6
13 11 2
3 31 2
1 28 6
35 7 6
16 6 6
37 41 2
1 38 6
26 28 2
11 16 2
30 32 2
11 31 2
30 29 6
19 7 6
2 20 2
21 2 2
32 37
25 15 22
21 5 21
18 8 11
9 10 11
12 15 22
11 6 11
3 14 22
4 18 7
10 29 21
26 25 21
2 27 11
30 27 11
12 10 11
24 30 7
1 10 3
21 11 11
10 6 11
19 16 19
15 17 22
21 30 11
4 19 11
20 29 22
17 2 11
10 21 21
8 6 11
27 6 11
2 5 11
23 8 11
5 30 11
11 14 22
16 31 21
9 23 23
19 11 11
4 1 11
7 15 22
20 8 22
22 7 22
39 73
39 12 35
35 21 35
17 11 35
28 18 30
28 4 35
10 23 35
15 2 2
9 20 10
2 8 3
5 13 35
35 12 35
7 22 2
32 7 2
21 9 35
2 1 35
26 21 2
1 33 35
30 27 35
1 35 35
12 26 35
7 33 2
24 11 35
33 5 35
30 28 30
6 23 35
22 21 2
12 36 35
32 5 35
32 18 2
12 28 35
31 17 2
10 21 35
24 15 3
7 37 35
7 9 35
8 1 35
29 16 10
21 37 35
16 4 35
7 27 35
11 28 35
32 19 35
3 14 3
10 4 35
8 26 3
8 17 3
22 31 31
6 32 35
33 30 30
38 35 35
30 1 35
12 5 12
28 23 30
13 19 13
15 12 35
33 5 35
11 8 35
14 6 35
34 36 2
38 22 2
26 14 2
21 6 35
11 26 35
29 14 35
28 30 30
12 29 12
26 7 26
14 26 2
39 19 35
26 1 35
8 7 3
27 19 35
22 13 35
27 14
4 19 27
5 10 22
23 27 27
23 1 27
3 1 22
22 23 22
10 25 27
15 27 22
18 2 27
11 15 22
10 15 22
20 14 22
5 27 22
13 15 15
60 120
52 41 58
51 10 59
40 34 59
5 18 59
39 2 59
45 33 13
43 2 59
7 21 59
60 36 17
55 22 59
15 47 59
13 41 59
28 23 59
12 17 59
46 47 59
28 59 59
49 6 59
35 31 39
11 57 59
54 6 59
19 4 59
5 31 59
26 30 59
10 60 17
50 35 59
14 33 59
42 33 59
40 17 59
11 14 58
31 29 39
33 6 59
4 30 59
18 15 33
31 55 59
53 46 30
38 6 59
36 57 59
29 18 59
39 12 39
31 23 59
17 25 59
43 26 59
5 17 59
29 10 59
27 32 59
21 60 59
18 17 17
21 55 45
26 22 59
28 5 59
43 59 59
58 55 59
48 43 39
54 43 59
50 7 58
60 39 10
51 34 13
36 3 59
54 52 58
27 40 58
13 48 13
55 13 59
11 27 11
32 31 13
26 59 59
12 42 59
13 49 59
4 32 59
29 58 59
50 25 58
36 32 59
8 55 59
33 17 59
5 34 59
35 20 59
44 13 59
8 43 54
58 54 58
27 16 59
41 11 11
14 23 5
57 27 59
55 49 59
17 47 17
8 24 59
16 41 59
11 24 59
18 38 59
10 2 59
20 1 1
6 46 59
59 36 59
39 6 59
56 31 59
21 23 59
12 38 4
60 15 59
45 59 59
8 27 58
43 38 59
42 48 59
17 55 17
36 12 59
26 16 4
42 19 59
35 46 59
53 37 59
17 52 59
22 7 58
27 45 59
23 34 59
43 30 59
54 10 59
2 14 58
27 24 59
50 23 58
41 7 58
24 27 59
2 10 59
31 43 39
56 79
51 19 10
30 23 18
26 40 3
11 34 3
37 15 3
44 9 18
2 5 3
25 3 3
34 38 3
5 37 3
53 41 18
39 18 18
56 14 18
30 47 18
7 24 10
38 12 38
12 3 3
10 1 3
21 12 3
35 3 3
49 46 3
39 6 37
27 9 18
18 41 18
37 35 18
24 23 18
22 1 3
8 34 37
4 51 3
2 56 17
42 45 18
33 16 3
35 50 10
10 11 3
52 17 3
3 13 3
13 50 18
20 10 10
48 55 18
48 3 3
32 29 13
25 3 3
26 55 3
46 38 46
54 47 18
41 14 18
28 20 17
24 22 47
36 28 15
31 36 3
18 55 18
4 41 3
23 53 18
15 23 3
25 3 3
5 50 3
50 42 18
29 13 25
46 1 23
24 20 17
53 7 15
51 35 10
46 25 3
28 15 3
23 15 3
16 53 18
12 46 46
6 29 37
53 39 18
50 32 18
40 23 3
48 44 44
47 50 18
39 48 37
15 1 3
16 43 3
21 13 18
37 17 18
9 49 49
15 89
15 7 8
7 5 5
4 10 8
5 7 5
6 7 8
11 2 8
10 7 8
10 14 8
1 6 13
6 12 13
11 1 1
10 5 5
12 9 12
6 7 8
1 6 13
8 14 8
4 2 8
15 9 8
9 14 9
1 2 8
2 11 8
9 14 9
1 12 13
11 12 13
5 11 5
12 7 8
10 6 8
12 15 8
15 14 8
1 5 5
12 11 13
4 11 8
13 4 8
9 10 8
13 3 13
3 2 8
14 7 8
15 11 8
8 12 8
5 12 5
8 11 8
6 10 8
14 12 12
15 10 8
8 10 8
2 4 8
8 4 8
8 15 8
10 11 8
11 9 13
11 8 8
12 4 8
11 15 8
6 12 13
12 13 13
3 5 5
8 12 8
15 5 5
7 11 8
2 13 8
10 7 8
7 11 8
1 15 8
4 7 7
7 11 8
2 5 5
9 3 13
6 9 13
14 10 8
11 14 13
1 14 13
13 8 8
4 13 8
9 4 8
6 4 8
5 14 5
7 12 8
15 8 8
9 8 8
10 8 8
11 12 13
6 13 13
1 8 8
10 4 8
13 9 13
10 8 8
10 9 8
9 4 8
6 12 13
