Case #1: Impossible
14 8 68948
29 14 120502
18 6 73102
40 43 136910
29 40 67783
5 16 150270
44 42 140143
27 38 49330
31 13 46671
1 27 246023
21 14 58692
30 20 115700
1 42 196057
10 40 57034
31 10 137076
5 10 67356
8 36 78243
12 26 57876
4 11 130433
3 22 19781
41 19 39792
12 17 165191
42 16 192361
6 8 44435
1 8 234413
10 33 74269
26 21 54182
23 2 176976
42 22 147062
43 31 196671
23 10 147877
22 12 154766
24 22 137085
17 35 150439
35 38 57612
11 27 66321
5 13 43823
4 8 123805
5 34 73469
3 43 178941
30 18 131642
10 44 120372
20 28 163959
29 33 140678
7 8 64201
24 9 112785
33 9 61733
8 38 46825
10 6 48007
38 44 88422
36 23 121588
21 2 96905
16 14 177423
7 5 123538
31 22 218599
22 16 205827
8 28 7190
14 26 104150
13 3 168421
41 23 113058
22 23 163938
9 21 169107
20 40 129919
24 34 111541
39 27 51587
29 28 79256
30 15 92175
6 42 142981
2 12 129537
9 6 170183
43 26 155215
42 41 92264
19 35 129855
30 4 171256
39 8 92490
43 14 129472
3 37 147841
28 37 113810
38 10 56342
1 33 180934
19 24 120753
11 40 16299
37 40 67756
15 29 158530
35 23 100328
33 19 55875
18 28 35857
44 13 172181
30 10 135529
24 1 231986
44 24 148211
11 44 104029
44 35 144650
40 6 90568
2 28 114351
22 13 187113
6 22 74906
37 20 112875
24 11 79895
38 23 116640
13 29 133443
11 19 89234
2 1 244239
35 8 103053
2 8 107161
43 16 200068
23 28 62625
27 42 90480
21 33 111531
44 20 179140
27 33 80884
43 36 138767
34 40 15347
22 20 191731
34 7 98980
39 21 82234
18 33 164834
32 7 102398
21 40 35877
14 12 138672
32 29 129210
5 41 102580
5 23 171995
13 7 146775
19 43 63975
4 34 129481
28 33 128977
6 29 56921
24 6 62179
30 38 79187
25 13 31015
43 27 142140
4 21 125619
10 8 78775
33 44 162815
7 40 83633
3 36 181963
24 23 162049
13 9 98643
30 31 127136
5 19 62788
23 16 185828
7 26 101938
3 42 127281
1 40 197385
26 36 113445
30 8 88595
38 5 83259
8 19 83035
33 39 29297
27 37 111040
40 36 95140
29 36 129797
33 42 69074
33 35 78580
23 21 80071
31 33 97407
19 39 26578
34 39 61704
16 17 203942
36 11 81376
14 33 121372
16 15 174097
32 22 123239
26 41 87169
1 14 194350
12 24 68352
21 29 61810
21 44 51853
14 5 128285
24 5 57965
10 39 103391
17 42 144488
38 41 69556
25 8 99569
26 11 34604
21 31 148582
37 5 23243
38 16 139256
28 10 85252
17 30 97576
29 8 72066
14 3 172668
31 1 83527
30 42 114926
35 32 92807
5 44 155902
10 42 109447
15 13 67650
44 18 84644
5 42 62161
40 17 104679
40 42 52413
18 13 154510
8 5 124543
40 41 68864
5 21 114287
20 33 82719
16 30 197070
18 21 53303
28 24 99424
17 25 147026
9 23 226815
26 4 131055
33 12 17300
12 11 85087
6 21 54691
35 43 172489
26 42 70718
23 14 112293
15 42 38334
8 42 98546
21 41 32987
34 8 61480
17 21 85211
4 24 67868
30 25 49450
40 26 18305
3 40 86823
16 9 205090
5 12 10387
8 32 107560
27 13 131620
40 5 82567
1 18 191366
41 32 81440
5 15 23827
7 14 4747
16 18 192666
17 41 52224
32 44 149157
44 6 86032
7 30 66310
32 42 83301
33 15 30740
25 22 156098
11 33 81613
19 44 116843
21 32 97304
7 35 77257
4 16 25814
5 4 124456
42 4 166547
12 10 56969
20 29 115911
31 34 115031
33 37 30156
32 33 14227
5 27 87797
12 4 114069
9 15 78647
31 18 107839
29 39 114140
37 44 132659
27 6 131488
11 5 74700
30 39 32138
38 34 16039
39 35 103277
14 37 123538
20 23 101334
4 17 178128
31 42 152097
7 38 84325
5 3 124598
10 21 68519
14 35 72510
4 3 199573
43 42 167982
19 13 86025
13 35 115490
6 23 99870
29 1 170299
Case #210: Impossible
Case #211: 41
4 10 385550
1 4 245887
3 11 124645
3 9 208438
11 5 269301
7 11 309279
5 15 316912
15 11 75121
9 4 184938
13 7 423684
2 9 235538
2 10 379806
15 14 61366
2 14 156156
4 14 161900
8 5 342562
1 14 83987
9 15 309182
11 2 169911
10 3 362050
5 6 424403
12 9 260539
5 14 255546
13 11 373289
4 8 139459
8 11 216092
6 14 168857
3 13 286050
12 14 20092
1 9 163829
2 1 232774
10 8 425987
13 6 269507
7 1 407021
6 7 168091
6 8 132502
6 10 392507
9 7 346072
14 7 323034
4 3 23500
10 12 243742
Case #212: 58
23 18 513303
28 32 553064
29 26 68729
29 14 367851
33 37 822413
8 27 474759
26 5 568877
23 10 542598
22 38 662336
33 21 451152
30 18 504860
2 16 318034
24 33 531960
4 17 105045
35 33 334673
38 4 286644
28 4 153859
25 13 837181
6 38 252106
3 11 893263
12 7 180893
3 5 687927
12 34 544566
11 31 608714
9 37 780651
30 38 491984
26 27 476947
26 25 505558
10 27 438222
1 11 272101
20 19 522373
23 9 213470
22 37 512323
36 27 603089
26 17 260609
34 10 752806
23 35 606270
11 15 577845
2 21 138933
12 29 336684
33 12 492522
17 2 101095
34 24 594707
31 7 283349
35 21 172338
11 6 639760
26 6 375286
29 6 306557
22 2 379642
32 30 575593
36 21 424589
37 18 626482
33 9 606001
17 12 135828
29 28 378152
9 4 456499
8 5 224903
4 10 573418
Case #213: 8
6 1 214943
2 6 281648
6 5 294964
2 3 83618
4 6 701408
3 1 150323
5 4 643301
4 2 419760
Case #214: Impossible
Case #215: 11
9 10 552506
6 7 483906
2 5 495482
6 10 676163
3 4 368973
10 8 864091
7 3 842600
1 11 34580
3 6 358694
9 5 768595
11 8 716527
Case #216: 520
17 19 51030
31 43 202490
36 37 66424
4 13 117090
31 46 53632
29 18 49883
41 45 21068
18 43 168275
17 13 132890
42 34 26773
38 14 151585
46 30 65192
17 42 85881
17 16 129888
34 15 43826
7 38 77420
16 10 123166
19 37 37931
31 40 44345
26 34 59877
40 14 162274
37 28 135080
13 23 90397
2 42 52868
47 14 23240
24 23 64970
22 9 115396
6 17 70876
43 47 125507
27 4 71659
25 34 79070
17 5 61648
7 46 50103
15 12 73218
14 22 197080
25 46 80239
39 48 127670
30 20 93753
34 16 100485
11 41 174885
24 33 220984
18 14 107922
1 27 33305
1 29 49852
28 12 104914
13 43 229929
16 25 174553
46 6 47811
20 47 135683
22 26 165728
16 43 241081
18 36 34545
6 21 57583
17 20 108083
15 48 89628
28 27 78393
19 1 52061
29 39 124857
47 7 66078
16 44 218438
1 12 59826
31 25 101249
1 8 78591
42 21 79015
28 49 89522
22 33 251659
27 29 16547
9 30 56886
19 4 35230
24 17 106991
9 3 6799
38 9 76908
11 30 133049
5 42 45469
21 8 110586
22 29 156540
21 45 75811
12 17 58795
33 36 144570
14 44 122310
19 39 84004
7 20 82753
19 12 7765
43 7 158343
5 7 36318
27 11 152594
45 1 20414
8 37 112900
12 27 71440
27 15 90876
26 27 25735
22 34 118957
7 33 160511
25 2 113712
15 21 103190
13 40 15089
12 48 70192
40 46 89933
1 20 96286
16 47 157488
30 2 54717
20 5 52141
33 41 153937
37 5 47842
25 17 146725
43 26 188455
39 33 214124
13 41 80280
43 25 226218
22 36 107089
15 23 56444
29 48 96491
39 26 134045
27 48 87850
48 4 97657
23 26 72495
4 2 17213
33 20 185002
34 1 43983
48 31 96142
32 10 118775
27 25 92127
1 40 94715
8 9 54783
43 11 240888
47 29 53760
16 45 116913
36 19 28493
23 18 15061
30 45 74755
48 23 53418
17 10 83234
24 15 116674
47 9 58444
22 4 168673
23 41 10117
34 3 10360
49 34 35921
19 3 26985
9 43 150709
7 36 15941
45 43 170717
31 27 65520
19 28 97149
47 1 70518
5 10 54926
7 16 104558
1 7 48056
19 20 57053
43 2 146391
42 6 24992
46 42 62403
20 25 129943
6 35 52695
42 40 77505
27 16 142533
48 34 45802
4 47 86614
12 47 86395
10 13 121308
12 25 103460
1 25 102333
26 32 128910
10 38 64033
40 47 139034
18 26 59071
14 48 126045
6 10 64097
36 3 1508
21 32 135970
18 6 25898
2 11 156971
43 19 162223
27 5 74293
35 45 70904
13 34 82781
39 27 108310
44 13 169546
19 30 36700
9 26 63438
23 43 161886
12 35 40614
3 42 16413
27 41 44549
48 3 51160
34 21 59364
8 27 98272
24 49 108507
5 49 63164
40 3 87510
20 44 128764
26 24 121084
25 6 77289
40 17 145789
40 37 105171
44 37 146716
12 9 27951
11 18 163697
29 3 61049
32 17 125497
37 49 90477
11 16 248607
49 36 40667
32 27 103175
43 10 190894
19 44 139580
41 17 70156
43 24 144507
25 19 95695
25 3 68710
12 49 60311
29 17 94861
39 6 103850
41 19 19126
16 33 251921
9 18 26238
44 22 215155
20 31 129020
10 31 69918
14 41 82744
44 15 165765
36 27 51796
38 29 75660
5 2 27928
20 12 49288
20 6 76899
34 41 2501
2 21 57542
26 19 65123
16 8 153827
17 9 71216
45 38 96916
12 29 63700
9 35 53035
15 46 89856
48 44 150575
24 11 194915
19 6 19846
3 1 33623
38 17 137432
31 16 150825
48 35 76515
49 21 72627
49 40 112950
23 12 16774
27 40 101821
30 48 72664
6 28 84635
34 46 46030
32 4 121801
11 48 180744
14 33 178548
6 24 75807
22 35 108424
28 35 117129
9 31 51781
40 29 94592
20 15 37001
6 40 96089
40 30 131459
46 14 72341
46 26 13847
32 44 152751
43 49 151591
16 18 84910
41 21 56863
9 27 43489
49 9 32360
5 36 39111
26 42 73544
29 8 88609
47 23 69621
36 42 14905
29 2 73952
38 44 177475
38 2 104419
24 5 65872
10 18 38256
41 7 6574
23 16 87867
35 15 98302
23 25 86686
24 8 130930
11 26 158878
4 33 165827
1 16 130919
47 41 59504
3 5 37603
14 29 75925
32 2 104588
40 18 100811
38 49 103336
29 41 53190
43 20 188120
1 33 176685
39 45 122059
45 19 38055
29 5 66553
7 48 49875
24 48 89299
18 13 87912
25 49 103256
16 39 162862
30 22 112275
2 14 119887
37 4 37127
1 42 17210
23 6 10837
41 32 81227
25 29 84898
4 18 41282
6 31 53561
29 15 94515
2 48 80444
32 42 90823
32 47 138611
48 9 44361
23 40 85750
40 22 169689
11 13 199715
37 38 110354
26 21 63457
49 2 70563
31 47 102733
24 2 37944
40 11 184626
46 8 93268
24 36 84454
9 11 173825
14 45 101692
28 39 168284
39 8 158973
17 46 99520
11 33 86407
33 31 174394
49 7 39994
13 1 79626
6 32 81947
20 21 132612
17 39 122930
10 44 171784
10 35 65053
33 13 215483
22 20 188783
3 45 13209
29 19 55935
7 8 62417
25 11 241530
4 31 78777
45 15 56394
13 5 76948
5 41 29744
5 8 85587
10 25 96525
22 41 116456
31 5 82585
20 16 135911
28 43 189587
35 47 94368
17 23 60039
31 34 55342
20 42 90191
39 22 57269
25 28 147421
5 44 150198
37 22 139223
14 39 168763
26 2 83140
44 28 191189
16 9 99044
31 32 131948
32 38 157075
20 38 48711
42 19 34851
18 5 16670
41 6 720
9 19 20186
44 33 56238
23 35 41858
18 1 58113
30 14 113757
8 11 184501
5 4 41164
48 38 119149
40 10 106219
9 15 47387
35 38 119251
22 32 162146
34 9 3561
30 28 113278
31 49 76649
47 46 49101
42 8 61381
45 5 48673
38 28 159763
24 19 55961
3 32 86966
8 41 55843
46 4 83547
49 47 26084
13 32 153239
8 28 123679
11 4 139758
16 42 113709
10 49 39303
2 22 151460
7 25 83143
16 35 111707
36 40 86002
21 43 198806
39 46 120198
33 29 186703
30 10 68904
6 48 44021
28 40 139803
37 20 61643
30 5 47318
19 22 133443
28 36 77203
23 39 93013
44 1 189489
33 40 210695
10 29 11627
28 1 45088
48 28 40614
13 19 81860
8 2 92986
48 43 148973
17 28 128000
18 19 6052
48 32 122535
11 29 168066
24 22 135868
13 14 160904
13 21 55412
8 33 98094
18 22 135221
11 46 164482
41 31 52841
32 43 143042
21 25 97227
13 2 99877
9 7 7634
40 4 102470
42 45 3204
30 33 159118
48 13 123581
41 25 76569
21 3 62602
9 29 54250
37 43 126477
18 21 81611
40 21 40323
30 27 53304
12 2 25782
6 43 152489
19 38 86402
48 21 100164
6 49 34140
30 44 102880
39 32 104877
39 47 145523
8 25 116694
2 17 69047
20 13 123383
36 6 10087
19 35 32849
37 46 98525
23 37 46940
17 35 71775
4 49 60530
19 40 94759
13 42 62416
32 20 143624
21 1 94803
35 33 162969
20 46 117647
5 9 30804
21 33 170372
17 48 87386
25 44 211361
34 2 39644
38 6 75128
20 24 79673
37 39 81954
39 24 78599
23 2 27026
23 9 11177
29 34 50689
46 22 160995
49 11 141465
37 24 18030
36 45 11701
29 46 4659
2 44 126802
31 37 76351
47 27 37213
22 28 160890
19 48 62427
27 46 11888
40 38 163143
26 49 36864
30 23 45709
5 39 94622
3 8 47984
11 17 208675
21 39 126115
15 6 45607
21 11 144303
41 3 7859
46 21 49610
13 49 111580
39 11 169384
26 28 98136
44 18 133528
8 26 97797
41 9 1060
32 30 49871
4 44 109589
6 7 5854
Case #217: 50
32 2 710808
13 31 956106
37 21 974848
41 25 764245
19 17 556046
7 16 786129
24 18 841339
9 40 687620
50 29 438537
37 5 761520
48 46 862808
20 14 667316
36 40 918101
8 29 429373
6 14 704001
18 31 677305
16 36 883084
16 13 338909
12 29 670469
29 1 641710
40 1 739738
15 37 741601
6 29 921536
24 29 808226
15 10 993266
25 11 442353
46 49 215902
24 19 799775
32 46 372895
42 5 888093
46 22 775988
37 17 358874
6 21 821495
15 28 550079
28 5 953042
22 39 911628
10 24 943594
29 23 12942
47 7 728912
27 28 740092
15 13 880204
3 41 807936
45 28 735730
21 15 233247
6 10 584360
34 12 991885
36 10 677473
39 11 748927
44 32 276330
42 49 783397
Case #218: 39
7 9 401588
14 11 411069
10 6 352672
6 2 389451
5 11 269815
11 9 459791
4 12 118263
9 10 478232
8 11 314359
9 13 288535
1 3 656637
13 12 286237
9 3 568556
7 12 412425
1 8 663727
13 11 282952
12 14 457222
13 1 532568
7 3 679082
3 10 287699
8 14 522074
5 7 513055
11 4 164416
2 1 497239
14 6 233948
13 14 279341
2 11 61106
6 12 331630
14 2 431020
5 12 315968
14 5 155283
3 4 384920
11 1 436133
13 5 124058
6 5 78665
10 2 128301
3 6 424513
8 5 366791
12 8 268206
Case #219: 233
1 29 31212
7 15 188061
30 11 12811
23 26 331747
1 30 81666
8 29 91162
27 13 124835
13 20 227500
17 3 239845
15 5 46338
2 22 163002
5 21 146247
5 6 121772
9 8 134032
4 26 175838
11 26 143275
24 11 191090
12 29 198345
10 1 169195
11 14 191025
11 4 153350
21 11 114994
14 27 102455
3 25 110330
16 8 300993
24 15 162109
8 22 181882
8 25 174379
7 20 268787
9 2 247345
21 22 87941
3 19 147042
8 28 129959
27 1 131065
6 17 135333
23 14 267757
2 20 163093
3 23 360196
6 29 27254
12 27 62570
19 1 15936
5 28 259821
29 18 247229
7 3 304930
1 23 259642
9 19 230283
15 14 162044
5 2 161483
17 23 329068
10 4 201917
10 24 159923
23 16 11158
3 5 220324
4 5 152411
13 10 130196
17 11 149350
11 28 221576
24 27 102520
30 12 111827
27 17 212298
9 4 117366
28 20 278489
2 17 181004
9 30 253521
19 29 15276
5 18 217677
2 14 191761
14 18 101971
2 10 265416
6 4 209013
17 28 146876
28 29 193879
13 30 49076
22 1 59508
4 20 97149
29 13 142890
23 30 299479
24 25 222982
27 2 174734
6 1 3958
12 7 191042
21 25 80438
26 21 123568
24 23 267692
23 21 231209
14 30 178214
10 23 387008
12 25 159313
21 6 24475
17 19 123355
30 24 178279
7 21 181398
19 24 155041
2 30 177887
20 10 104768
18 22 271377
21 30 102183
11 13 55478
9 22 244713
20 1 115822
17 30 136539
15 1 164152
18 16 380756
22 23 296120
3 13 274013
13 8 169773
25 16 300489
23 7 344397
17 20 198247
15 25 156332
18 28 290655
6 13 115636
30 28 215174
28 23 182192
9 17 150949
19 10 177215
19 20 99886
8 14 209339
10 6 165237
10 27 163288
6 3 159020
18 6 268925
18 7 328482
26 7 209694
25 27 123245
11 8 133508
10 25 221200
11 25 146482
10 11 74718
30 4 140539
1 14 170912
5 7 141723
30 5 62508
13 25 163683
4 14 42059
11 27 88570
15 27 59589
24 3 250537
11 19 102497
9 18 26664
22 14 169406
26 20 188869
1 2 103494
8 3 222928
14 12 145151
10 12 182277
1 26 95135
28 22 113928
6 24 167019
3 9 188504
2 21 75704
23 9 342934
25 4 262405
26 16 320589
11 16 301132
25 7 194600
28 15 239342
12 8 232524
17 8 16917
12 28 309140
13 14 221576
27 22 177005
14 29 145258
7 14 257429
24 26 133844
30 26 136873
26 3 257470
17 10 173661
6 19 11978
9 29 220565
9 7 301818
21 18 244450
18 25 244605
24 29 145323
5 20 160561
16 30 288321
28 21 191100
11 6 90519
28 13 166098
30 20 189572
28 7 162205
3 4 292661
25 5 109994
12 1 167133
10 22 158455
15 23 283309
24 4 42124
8 10 156744
23 2 301355
5 12 49319
15 26 230227
14 5 115706
29 21 2779
13 2 215172
12 16 216857
12 22 213073
7 27 154974
7 1 160881
7 19 168901
20 16 307440
12 24 145216
19 16 232548
21 20 87389
14 3 250602
18 10 261829
16 28 171034
13 24 221641
19 30 89686
27 5 13251
5 16 225813
4 12 103092
25 26 147140
13 7 128291
14 20 55090
25 6 55963
3 22 221843
1 25 52005
5 22 163754
25 28 149827
9 15 237351
6 30 77708
2 7 246089
1 5 117814
22 24 169471
24 18 101906
13 22 52170
14 24 65
26 12 233208
21 16 220051
8 15 229543
1 28 170583
26 28 149555
16 2 290197
Case #220: Impossible
Case #221: Impossible
Case #222: 44
3 24 167024
18 14 462612
21 2 321624
8 1 382083
7 3 345962
24 18 78633
7 13 528524
22 15 274046
8 5 423033
20 13 706837
7 23 391698
20 15 83105
16 2 668334
22 14 591864
25 13 288105
25 19 373686
6 2 629589
12 21 426564
4 23 293755
11 5 175420
21 19 355162
9 24 104560
4 2 551130
4 16 589528
20 19 182446
23 2 556115
4 25 400018
12 3 212335
18 11 145579
23 25 465069
14 13 946944
12 2 560343
25 3 288813
21 22 484395
7 17 374757
22 25 502919
23 1 359042
12 10 532340
14 11 450925
9 19 137740
7 24 178938
18 12 183215
10 6 502765
18 9 168922
Case #223: 15
14 9 487599
15 10 428429
13 4 85278
10 14 58852
3 2 138247
7 10 300689
13 14 966716
5 11 849164
9 2 516115
14 12 777679
3 14 109731
14 16 875394
16 5 668229
11 10 700851
15 14 369577
Case #224: 47
9 10 221217
10 12 304515
5 14 186749
8 9 305810
8 12 320271
1 4 55975
3 14 506153
2 10 405637
6 11 336975
4 9 233555
4 14 348747
7 14 237866
7 8 285370
12 14 272767
12 2 211557
13 2 358329
8 13 345103
8 4 396251
4 13 148685
10 14 415340
3 6 497963
6 1 104368
6 7 23799
10 1 174075
2 9 197096
10 8 462844
3 7 474164
6 9 220815
2 3 772760
11 5 376730
9 5 71557
13 5 232790
7 12 127041
6 10 153675
4 2 287537
13 12 186774
11 12 290712
5 10 280098
7 13 59733
3 11 533857
9 12 157575
5 2 125539
3 8 475677
12 5 86018
6 5 149258
4 12 248016
11 1 338738
Case #225: 48
6 13 517643
1 10 288229
6 9 435514
9 3 88735
18 14 35455
9 15 73946
5 13 121956
18 4 225971
17 16 241791
1 13 69193
14 15 167874
3 17 196882
5 4 327786
7 4 63694
8 7 229639
7 12 233793
11 9 103784
10 16 325234
2 8 75897
4 17 71766
11 3 15049
6 16 610260
4 3 209980
7 13 150436
5 17 314688
16 13 256767
12 11 102556
10 17 258635
17 9 110603
9 14 101614
17 8 94179
16 5 370423
13 12 83357
11 8 117752
18 13 11841
14 12 100386
13 10 232617
12 15 75174
12 17 109375
1 6 542863
11 14 34513
1 9 140197
7 9 235021
15 10 224434
18 3 15991
9 10 150488
9 16 174746
2 10 240353
Case #226: 14
4 3 301023
2 1 524444
5 3 225654
1 6 496702
7 6 295669
7 2 230632
3 6 360052
2 5 244798
6 5 134398
4 7 236640
6 4 130516
7 5 161271
3 2 19144
4 5 75369
Case #227: 191
1 2 106285
31 22 203700
33 36 187626
33 37 132875
19 26 166883
27 10 142007
23 29 115741
10 19 62779
3 30 195875
13 14 274056
9 33 2578
29 16 352770
34 21 190666
38 1 69847
4 27 105963
35 2 109344
3 17 36844
12 24 292201
24 25 213117
34 22 254677
32 9 141333
28 23 197167
14 26 62721
31 18 291296
31 9 52360
18 26 126144
3 5 135229
22 26 301327
14 24 357176
7 35 106186
25 13 202528
15 25 114634
38 18 253310
28 25 193184
34 30 127921
30 33 170642
34 14 117436
37 14 229946
37 4 172871
30 38 143250
8 31 99156
25 14 187902
26 37 167225
3 1 64732
37 5 170846
17 26 153440
3 38 59839
35 33 106140
7 14 224486
1 11 109312
22 6 235099
28 38 119063
18 12 359839
22 37 236976
24 22 268770
25 21 165444
16 28 304347
6 14 200599
34 13 311909
13 3 196980
30 9 169129
37 16 347263
5 27 168749
35 30 265810
15 37 135826
4 26 143268
5 18 254474
4 2 43200
35 24 141010
31 30 213984
13 18 347459
22 36 260269
39 19 28248
39 24 218998
16 17 341419
12 25 234632
16 38 244736
1 37 169743
12 31 177887
6 33 90134
39 3 89565
16 1 255131
36 1 247929
23 18 224652
4 38 67388
15 32 146862
35 17 175431
28 20 177983
33 14 200734
25 26 159733
14 32 68619
7 22 149340
15 18 233939
8 16 302950
5 25 60287
7 32 171455
6 30 211084
37 39 132253
14 27 296364
20 34 242629
8 26 170055
7 3 76213
31 35 160546
1 7 83265
30 27 223956
31 26 187795
21 36 236231
6 26 222991
10 34 180056
38 8 61170
17 6 159425
3 22 134889
21 6 138739
16 20 368610
31 39 97504
17 27 177389
23 14 157437
2 16 281234
2 6 99240
22 39 106196
29 13 200076
11 10 103722
3 26 170460
8 13 254324
22 23 194143
12 19 130041
32 13 243518
8 28 177277
2 38 36498
29 5 145563
25 11 131111
30 20 186222
15 31 57889
10 37 103549
9 26 135435
33 3 32447
12 17 192240
15 6 93085
2 26 147119
23 36 144329
9 36 185048
24 26 307265
34 19 120233
3 15 35398
6 18 245370
35 37 124740
23 35 99108
11 2 78919
22 13 328945
9 27 110676
9 6 87556
1 5 180136
15 27 111049
1 31 137625
5 23 29822
28 13 310928
20 24 197916
18 4 196894
23 37 185950
38 34 118755
21 39 98681
7 39 43144
2 9 11684
28 6 236311
7 2 52872
27 21 149661
27 31 148484
14 17 186451
12 26 250064
6 23 163094
2 29 125977
1 28 49216
25 38 139075
15 22 166265
39 13 222880
24 29 157643
29 4 82777
20 36 175862
33 13 165762
21 10 87670
17 11 139104
25 2 118973
29 38 139193
4 21 93757
5 21 152408
20 3 64035
38 31 70734
34 27 199461
2 5 105986
2 22 172420
35 38 122560
Case #228: 65
29 24 435171
38 1 591320
13 16 998945
27 21 981066
31 30 551113
28 36 432560
10 18 685962
9 41 550731
19 25 582327
11 26 42424
8 19 557902
6 15 800750
38 9 547725
14 19 561167
24 10 313153
36 41 529339
31 16 925047
37 40 196088
28 32 404271
30 41 353800
11 1 292496
3 16 921910
28 29 240103
30 24 461590
8 34 522997
19 4 578554
1 30 196552
11 29 330680
25 10 213158
2 27 409069
32 31 684064
4 26 200217
35 36 157892
41 25 451408
27 34 635170
16 10 946466
36 5 194237
40 19 542096
35 27 566579
30 6 711454
8 40 370665
10 31 592887
28 15 486815
16 11 775283
34 7 110252
4 29 470191
41 37 306939
17 22 693638
10 14 699277
39 13 630209
8 23 44957
17 25 600137
17 32 540657
16 36 839750
23 38 465854
37 30 557579
33 18 715334
29 33 60774
34 9 501583
23 12 542894
38 18 627352
29 2 49353
2 26 337609
27 19 139703
36 3 539079
Case #229: 50
38 49 450782
45 46 541725
48 24 325509
9 43 512224
24 7 366686
36 29 106206
37 9 267632
38 45 122800
46 27 915814
2 25 178777
21 42 572157
2 40 532567
29 3 631115
49 10 881234
48 15 781245
45 36 95540
49 50 581310
1 11 847594
32 50 875433
20 7 559697
42 7 663093
31 35 393185
20 18 415833
20 21 322561
25 21 353640
2 24 215297
46 50 685146
44 35 619306
14 15 380856
46 47 403366
48 19 735308
38 29 112134
12 35 888798
26 18 202751
26 11 307841
50 27 808876
11 33 665147
47 50 590474
23 7 381851
6 41 381950
3 7 907092
33 47 698560
21 14 350288
4 6 277045
11 47 714799
40 17 694206
44 50 656673
10 23 775833
48 30 424316
45 42 534318
Case #230: 7
13 1 933630
3 14 13950
1 2 797240
4 16 991247
7 8 587043
13 8 449473
3 4 677921
Case #231: Impossible
Case #232: 92
3 15 184575
11 10 215064
12 14 203751
11 18 328321
12 1 280856
16 3 167182
3 17 127535
9 1 156439
8 13 268051
11 2 430032
2 7 211608
7 6 237955
18 14 360188
11 9 358723
4 6 105795
14 6 261682
7 18 109897
2 5 175431
7 10 237995
3 14 341813
5 15 185363
3 12 240953
6 11 215104
2 1 251089
8 4 237064
17 12 219494
13 5 319977
8 9 56489
11 12 408944
8 1 123291
12 13 166548
17 10 25614
16 4 119868
4 17 131369
9 15 166585
1 13 144760
15 10 97122
9 2 132113
10 16 14113
6 18 128058
17 7 212381
15 17 122656
14 2 317942
10 5 88321
15 6 97082
3 18 25051
1 4 192731
13 6 231696
14 8 386275
5 17 62707
14 11 432493
2 18 101711
14 4 155887
6 16 14073
18 12 215902
8 18 26087
10 4 105755
8 16 154375
10 2 229809
1 6 86936
6 12 193920
3 5 98771
10 18 128098
15 2 261235
16 5 102354
11 7 218424
8 15 133437
2 17 204195
6 17 25574
5 9 104122
7 14 355917
2 12 114191
14 5 286468
4 9 241379
11 3 303270
9 7 140299
10 9 158500
12 10 193880
9 18 30402
14 15 357082
13 9 277680
4 7 200030
8 17 128571
5 7 179418
15 13 154906
5 18 73720
1 15 10146
4 2 312688
4 3 185926
1 10 86976
4 5 189715
3 7 84846
Case #233: 172
1 10 275840
20 27 169231
26 11 221453
29 26 112669
13 23 181270
29 15 203057
2 4 37521
23 8 131581
21 3 104879
15 2 192176
21 5 209535
30 18 224263
29 3 145147
15 4 219402
4 16 202470
16 21 157956
7 1 295066
5 3 104656
21 8 108316
8 6 201051
6 5 247171
11 5 130191
9 4 55909
2 27 75344
5 16 86085
3 6 179805
22 24 295082
14 1 207041
6 10 202700
16 29 137527
21 27 138695
2 1 254451
15 19 121848
27 19 136670
17 29 125194
10 30 265755
28 25 53401
2 23 177889
17 30 138169
24 1 227643
5 8 120573
27 11 147949
21 30 223095
28 17 88086
28 10 137247
29 25 120951
17 4 170074
4 28 143742
18 8 133885
2 13 38096
12 11 296633
27 9 93732
14 12 78806
4 14 76715
16 3 142775
2 6 262230
29 4 211292
8 9 144646
23 19 84492
9 3 88877
11 29 246376
27 1 179107
25 22 180257
23 4 140368
17 6 177661
19 14 20839
18 9 68499
22 6 190994
21 22 197036
8 27 50914
17 8 60916
21 12 89874
24 17 194309
11 23 154174
7 6 267648
20 12 159332
3 20 97546
14 5 87636
19 13 141542
30 15 280375
22 2 233077
10 12 199839
30 16 65139
6 4 273540
16 27 120393
14 23 63653
30 24 249145
23 1 203415
15 16 215236
3 2 107265
27 22 157733
23 25 198638
15 11 307308
22 18 277844
26 14 141108
16 26 89325
8 14 96487
26 3 158128
29 9 192159
12 1 251807
25 24 114825
25 6 253954
30 1 206452
29 10 69697
10 27 168124
25 12 179751
17 12 174800
18 11 223012
5 22 270955
3 19 3819
15 18 105289
29 7 215965
7 25 95014
11 10 244722
23 22 257188
13 12 207147
5 24 149916
15 28 235885
16 8 69479
7 8 168452
10 21 109965
25 16 142917
21 23 185552
7 27 117538
23 16 62102
30 7 270701
6 29 133003
11 22 263415
10 18 194466
4 11 215766
21 29 40268
14 25 134985
30 20 113977
12 6 182609
6 20 246671
7 2 42194
18 25 97587
17 27 57209
1 16 141313
28 2 106221
1 17 121898
20 15 215575
1 18 202761
16 22 195086
7 21 176806
19 29 141328
2 12 169051
9 24 43617
7 19 108864
16 17 73030
16 28 127394
23 15 153134
22 15 261048
23 9 169550
20 17 121868
1 29 206143
8 26 44621
28 27 30877
25 3 117965
25 13 90916
9 21 153000
25 9 71208
21 14 121899
26 12 191095
